address,raw_name,module,body_bytes,kind,detail
0x00551a70,FUN_00551a70,,222,memcmp,"compares two structs, returns int"
0x00557840,FUN_00557840,,142,pseudo_stub,"body is halt_* only, no recovered logic"
0x00557860,FUN_00557860,,142,pseudo_stub,"body is halt_* only, no recovered logic"
0x0055a720,FUN_0055a720,,142,pseudo_stub,"body is halt_* only, no recovered logic"
0x0055a790,FUN_0055a790,,142,pseudo_stub,"body is halt_* only, no recovered logic"
0x00564850,FUN_00564850,,142,pseudo_stub,"body is halt_* only, no recovered logic"
0x00564e90,FUN_00564e90,,142,pseudo_stub,"body is halt_* only, no recovered logic"
0x0056a060,FUN_0056a060,,142,pseudo_stub,"body is halt_* only, no recovered logic"
0x0056a080,FUN_0056a080,,142,pseudo_stub,"body is halt_* only, no recovered logic"
0x0056dd40,FUN_0056dd40,,142,pseudo_stub,"body is halt_* only, no recovered logic"
0x0056dfb0,FUN_0056dfb0,,142,pseudo_stub,"body is halt_* only, no recovered logic"
0x0056ea90,FUN_0056ea90,,142,pseudo_stub,"body is halt_* only, no recovered logic"
0x00573f50,FUN_00573f50,,142,pseudo_stub,"body is halt_* only, no recovered logic"
0x00575ad0,FUN_00575ad0,,142,pseudo_stub,"body is halt_* only, no recovered logic"
0x00575b60,FUN_00575b60,,142,pseudo_stub,"body is halt_* only, no recovered logic"
0x00575d70,FUN_00575d70,,142,pseudo_stub,"body is halt_* only, no recovered logic"
0x0058ab30,FUN_0058ab30,,244,struct_op,field assignment/read mix
0x005e8040,FUN_005e8040,,142,pseudo_stub,"body is halt_* only, no recovered logic"
0x005e8090,FUN_005e8090,,142,pseudo_stub,"body is halt_* only, no recovered logic"
0x005fbe10,FUN_005fbe10,,142,pseudo_stub,"body is halt_* only, no recovered logic"
0x005fcb70,FUN_005fcb70,,142,pseudo_stub,"body is halt_* only, no recovered logic"
0x005fcbf0,FUN_005fcbf0,,142,pseudo_stub,"body is halt_* only, no recovered logic"
